decision_id,relationship_id,context_space_id,context_rule_ids_json,previous_validation_status,new_validation_status,previous_strategy_eligibility,new_strategy_eligibility,strategy_lane,decision_reason,evidence_summary,schema_version,ingested_ts_ms,market_id_a,market_id_b,question_a,question_b,relationship_type,relationship_subtype,relationship_family
a83fa348c52ebccba73b4c30d2bdc43b,006faa50da48b867e6a9a8a1bf44f634,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439743,558949,558984,Will Japan win the 2026 FIFA World Cup?,Will Czechia win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
ac2a0e3ca0607e434fd94888e7656569,00715cae118903345bac1e08837813a9,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439837,561237,561245,Will Andy Beshear win the 2028 US Presidential Election?,Will Nikki Haley win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
814fcd8ab6728be313a26a62e6eecebb,007587539feda6e6920bfee79295ec02,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439745,559659,559676,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,Will Barack Obama win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
3db4ca435a6aa872993be4462d489fc8,00814070d2aded17e1582a0af42418c9,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439887,561258,561261,Will Jamie Dimon win the 2028 US Presidential Election?,Will Jon Ossoff win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
085db8232f45885709061485c0d8e8c3,0081dbf8f24a24a8e21e767e6539aa3d,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439872,561242,561258,Will Tulsi Gabbard win the 2028 US Presidential Election?,Will Jamie Dimon win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
1bb9c7240b4a990295495926954bd9ea,0081f49e3f9c8718e145aa6ad97fd21e,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439751,559673,559680,Will John Fetterman win the 2028 Democratic presidential nomination?,Will Phil Murphy win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
4e4b0a36aa554b2e326187bd82dc75e7,008602165593428be0479345f7d704c0,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439770,559676,559678,Will Barack Obama win the 2028 Democratic presidential nomination?,Will Liz Cheney win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
d14dc399c296897c331c684dc9b00176,008d79e7bc8c8a3ef9a6cd660166f5b6,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439817,561234,561240,Will Marco Rubio win the 2028 US Presidential Election?,Will Stephen Smith win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
67c990ac5aa1390324407302460db768,009b43e916f74d710a1f42e8c497d27a,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439850,561238,561258,Will Glenn Youngkin win the 2028 US Presidential Election?,Will Jamie Dimon win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
41e4d98c5ef5e6d12be4f1c425306594,00a41506dbc7200d90606ac0a42c7202,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439740,558967,558984,Will Ghana win the 2026 FIFA World Cup?,Will Czechia win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
43abd195204cc2d525ced24a27a5e704,00a6e2c12c1e4d0c465b3910f01ed516,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439843,558945,558977,Will Mexico win the 2026 FIFA World Cup?,Will Haiti win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
9c5b6c527059d0c95c83e651bd8289e2,00b3ac7d99ebbeb359dfcde68868d509,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439804,561998,562001,Will Ivanka Trump win the 2028 Republican presidential nomination?,Will Steve Bannon win the 2028 Republican presidential nomination?,rejected,candidate_wins_nomination,
338aede8a557033e3fd06b5d1c6d81c0,00c5b1bb912d5162c3dcdf8cc5cf4322,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439761,561991,562007,Will Matt Gaetz win the 2028 Republican presidential nomination?,Will Joe Kent win the 2028 Republican presidential nomination?,rejected,candidate_wins_nomination,
5d3a7cbfeb1afb4b54b6bfa7d3acb038,00c8f5dd305c98db3b17f0886bc48f8d,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439845,561247,561255,Will Tim Walz win the 2028 US Presidential Election?,Will Ivanka Trump win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
2c64330d1273fd01fcf00bd3d4ca0527,00cb41185bdb2537d753332b092a0b20,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439811,559691,561995,Will Chris Murphy win the 2028 Democratic presidential nomination?,Will Mike Pence win the 2028 Republican presidential nomination?,rejected,same_topic_no_trade,
e417469504528c2c55620ee0c571d981,00d49c52890f3dddcdeb4ae7cf936b4c,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439824,561235,561236,Will Wes Moore win the 2028 US Presidential Election?,Will Gretchen Whitmer win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
44ed1b2ebcc814f1f508d51e2c67fb41,00d79d836bb06874e1f15a87d4c50cc8,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439845,577161,577177,Will Mohamed Salah be the top goal scorer in the 2025–26 English Premier League season?,Will Bryan Mbeumo be the top goal scorer in the 2025–26 English Premier League season?,rejected,same_topic_no_trade,
8db97268d32a1999289c8699431f0881,00e60bc6c79d4fb5e5ce854aa9c5a39a,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439730,569338,569339,Will Gustavo Bolívar win the 1st round of the 2026 Colombian presidential election?,Will Sergio Fajardo win the 1st round of the 2026 Colombian presidential election?,rejected,first_round_winner,
713915b5b6dc4b93af3e015e7ef868e2,0106f28971b68477b4a2cd28c4fcf608,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439721,577227,577246,Will Lamine Yamal be the top goal scorer in the 2025–26 La Liga season?,Will Antoine Griezmann be the top goal scorer in the 2025–26 La Liga season?,rejected,same_topic_no_trade,
0f2dac200d26bed7add368a20cfd6165,011ca0e57645608af26fd6705efe168b,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439730,558954,558970,Will Tunisia win the 2026 FIFA World Cup?,Will Cape Verde win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
d8899b5104867ca531b1227e88410835,012e43c9ae5cc020580cc15bc62d84a6,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439751,559670,559691,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Chris Murphy win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
78cfecb6350c12aba558fe678adb01f4,014edfa5a7ac48cb15bafac249fa563e,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439786,577225,577227,Will Oihan Sancet be the top goal scorer in the 2025–26 La Liga season?,Will Lamine Yamal be the top goal scorer in the 2025–26 La Liga season?,rejected,same_topic_no_trade,
b0b4ee3ab2f72106864fef8c7ae9d53a,01525893fef5878ab3df61e72f961fc6,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439787,561236,561246,Will Gretchen Whitmer win the 2028 US Presidential Election?,Will Ron DeSantis win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
f7245e98b8d7d76ac568a815fa2c2236,0163882f972e2f415844a10d5eb61647,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439801,559653,559694,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,Will Ro Khanna win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
47f558ade140dc57d4636ad84bc57d98,0165644be5370996c32df9e4e0cfe623,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439746,559665,559672,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Roy Cooper win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
5e49a5e2fe735c3d1bfb375df8033397,0166961034d3ad1c619f51379447b65e,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439944,558945,578157,Will Mexico win the 2026 FIFA World Cup?,Will any 2026 FIFA World Cup game scheduled in the U.S. be relocated abroad?,rejected,same_topic_no_trade,
996d441b11c1f5f9df08f6a682d9962a,0175e92a8e3e219a0a17ea68e8fa8139,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439806,558947,558968,Will Colombia win the 2026 FIFA World Cup?,Will Egypt win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
29689747216d451e4a7eb4f8f0e6873f,0179eb8c41a71e8302aa569f9d47a95a,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439887,572772,572833,Will Aston Villa finish in 3rd place in the 2025-26 English Premier League?,Will Wolves finish in last place in the 2025-26 English Premier League?,rejected,same_topic_no_trade,
308daa055251ad1a59319fb67c2ebe03,0196fd22ad7c15796658e524b563d227,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439768,559666,559691,Will Tim Walz win the 2028 Democratic presidential nomination?,Will Chris Murphy win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
c937eeed6908f677eb97dfca64018b00,0198272f858a9a11d96961da181a3387,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439770,559656,559684,Will Wes Moore win the 2028 Democratic presidential nomination?,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
ff78d1a88b23ed5227ab169dfaf669a9,01a9ffc6be854c646b55b42480d01652,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439887,561260,561262,Will Thomas Massie win the 2028 US Presidential Election?,Will James Talarico win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
3ffccc487f34463c40d02ed8d8a52150,020a260a9651b85b3bc5689fc3197a8d,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439795,561980,561999,Will Nikki Haley win the 2028 Republican presidential nomination?,Will Tom Brady win the 2028 Republican presidential nomination?,rejected,candidate_wins_nomination,
ac5cee1ae2a87f5366fb735f55b4d872,020e9fab6528564bfc06708371e863da,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439840,569358,569359,Will Claudia López win the 2026 Colombian presidential election?,Will David Luna Sánchez win the 2026 Colombian presidential election?,rejected,candidate_winner_same_election,
88d8caebd99c86e9e05a31887e86e38c,021487036e14231d3ef6b0ffe38cf8da,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439833,558975,558982,Will Austria win the 2026 FIFA World Cup?,Will Iraq win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
2359f061d3f045f3d24e29ac392e5f8c,021ee8a33ee4f3b6aab6334cd0bd77fd,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439725,569363,569366,Will Sergio Fajardo win the 2026 Colombian presidential election?,Will Abelardo de la Espriella  win the 2026 Colombian presidential election?,rejected,candidate_winner_same_election,
81394760e08461135e007b2ae67bbc23,0229e5e0e05c4f2246157d57c6ad782d,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439803,561992,562001,Will Katie Britt win the 2028 Republican presidential nomination?,Will Steve Bannon win the 2028 Republican presidential nomination?,rejected,candidate_wins_nomination,
1de94044c21f2cd6c76edaeda5a2a6b6,022ee139f9bf44be4a9830ae64ae9257,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439828,558944,558958,Will Uruguay win the 2026 FIFA World Cup?,Will Australia win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
bd3b226636a02c4e35341ae8cb7ea61f,0248d2fa7b4754b46c3474ad5e8cd162,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439743,558946,558984,Will Belgium win the 2026 FIFA World Cup?,Will Czechia win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
b3d020eeb13808d86133377944534b91,025f844ccbdd291f1e3ef81ff00b5084,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439756,577222,577244,Will Ante Budimir be the top goal scorer in the 2025–26 La Liga season?,Will Inaki Williams be the top goal scorer in the 2025–26 La Liga season?,rejected,same_topic_no_trade,
e5d306c008892a6515e42a27f72bdc6b,0260a93239fc4b0f45f99005a5d99c73,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439793,577236,577246,Will Gorka Guruzeta be the top goal scorer in the 2025–26 La Liga season?,Will Antoine Griezmann be the top goal scorer in the 2025–26 La Liga season?,rejected,same_topic_no_trade,
9ced1b8ed043a510c0d0cb413555c214,026d3a8b562b2cd4f1a2b7d05a3a282b,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439869,558934,558949,Will Spain win the 2026 FIFA World Cup?,Will Japan win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
b12d95e8ee1d742e151fd8043dfb35c1,029257d75da483db9d376f8d7ad2acbf,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439774,561985,561993,Will Brian Kemp win the 2028 Republican presidential nomination?,Will John Thune win the 2028 Republican presidential nomination?,rejected,candidate_wins_nomination,
4e68aedf1004440d75def563f8157cf4,029ac0b26fa560f6a5ab22168aa097b1,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439933,561246,561251,Will Ron DeSantis win the 2028 US Presidential Election?,Will LeBron James win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
be6fb8f5976dadf0709a0e281af4d9e7,02a911d621239c9a571782cb04add751,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439724,558943,558945,Will USA win the 2026 FIFA World Cup?,Will Mexico win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
1d6ed20ab38a0eb47236766fda54c29d,02a9d1e01426fe250359a80acdaaf934,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439830,561231,561244,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,Will Donald Trump Jr. win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
1bcf8921c2df74ca56d77386bda13249,02aca045146b8356b535983d77d7323d,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439831,558971,558980,Will Qatar win the 2026 FIFA World Cup?,Will Sweden win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
04b7a4158f6385d930bdc08bd56ca665,02bc1e2823dcef836667051d0d492213,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439731,558945,558973,Will Mexico win the 2026 FIFA World Cup?,Will Scotland win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
ff822b4f2948ffabdc3d4fbe22d89d97,02c0243d7edb9d02c52293382c5b541b,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439838,577280,577287,Will Jonathan Burkardt be the top goal scorer in the 2025–26 Bundesliga season?,Will Tim Kleindienst be the top goal scorer in the 2025–26 Bundesliga season?,rejected,same_topic_no_trade,
1bde75231d2ec184560ab4a5e182af9d,02c972f5b8b902f3b9c3a61120b5295f,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439821,561232,561241,Will Pete Buttigieg win the 2028 US Presidential Election?,Will JB Pritzker win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
372f980f4e61b6050c4d118ff5adeb35,02d03c41eca13e3caeae795c23405253,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439936,572770,579382,Will Manchester United finish in 3rd place in the 2025-26 English Premier League?,Will Dusan Vlahovic be the top goal scorer in the 2025-26 Serie A season?,rejected,same_topic_no_trade,
62e955ea298174823688454c8088e323,02d060a7c96535f5cc90d8bc29e4376f,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439873,558934,558979,Will Spain win the 2026 FIFA World Cup?,Will Panama win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
1fe4e74db952cac62bf1c86319a4e5bd,02da2790e74d0a28640c7c21d3f3e80f,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439745,569339,569343,Will Sergio Fajardo win the 1st round of the 2026 Colombian presidential election?,Will Iván Cepeda Castro win the 1st round of the 2026 Colombian presidential election?,rejected,first_round_winner,
3a0c2f12f08053b4612a809c72040f55,02df66778c9562a32e00da812e912033,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439935,572772,579361,Will Aston Villa finish in 3rd place in the 2025-26 English Premier League?,Will Roma finish in the top 4 in the 2025-26 Serie A season?,rejected,same_topic_no_trade,
117086e235ffe0341f1c597604317a4c,02e11ad834ffd43412d4bcf08b93178e,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439838,559682,561976,Will Hunter Biden win the 2028 Democratic presidential nomination?,Will Tulsi Gabbard win the 2028 Republican presidential nomination?,rejected,same_topic_no_trade,
33a5e763dcffabc2b9a750d10f791141,031174f317838de0308ffd47e425a91d,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439771,559678,559682,Will Liz Cheney win the 2028 Democratic presidential nomination?,Will Hunter Biden win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
5ba1b785ad6dfc8959c395916e75b8f3,032e5bb69936d8f4fec0a06cf6c2e6a2,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439809,558981,558984,Will Congo DR win the 2026 FIFA World Cup?,Will Czechia win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
de4929ea6741273c87dbc5e2116368b0,032ea93e250161e3f72a5aadc5ee7492,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439837,558936,558980,Will France win the 2026 FIFA World Cup?,Will Sweden win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
c11b85574687c759fa3d49c84198ac2c,033a1b80d862e7418b6165a796f85598,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439734,558943,558949,Will USA win the 2026 FIFA World Cup?,Will Japan win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
be94d7776b4ab070a95d927188968597,0349ab76c81fa42dc45988590daaec5b,,[],accepted,accepted,ineligible,ineligible,research_only,context space not configured,,1,1778842439713,561978,561994,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Kristi Noem win the 2028 Republican presidential nomination?,mutually_exclusive_category,candidate_wins_nomination,category
3dd24115602646b9b41b4b02417f46d4,0374a5bcc42fc71ee9440042e3a92d23,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439741,577279,577284,Will Michael Olise be the top goal scorer in the 2025–26 Bundesliga season?,Will Nick Woltemade be the top goal scorer in the 2025–26 Bundesliga season?,rejected,same_topic_no_trade,
2218a166fb1764799a4221a50647b3d4,0391fa6723f044e147451f87aa0e0d00,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439800,559667,559693,Will Michelle Obama win the 2028 Democratic presidential nomination?,Will Ruben Gallego win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
8dba62f8fc21c7cc9c8eb9b627f58123,039339368e8c3c44028c217d76693771,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439867,577228,577233,Will Marcus Rashford be the top goal scorer in the 2025–26 La Liga season?,Will Ayoze Perez be the top goal scorer in the 2025–26 La Liga season?,rejected,same_topic_no_trade,
dd10ef1a9dc41c46fe85bd551d146cf8,03944fc624d90f63bf7334623cedd179,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439734,561243,561263,Will Donald Trump win the 2028 US Presidential Election?,Will Eric Trump win the 2028 US Presidential Election?,rejected,candidate_winner_same_election,
769de18402794c8d0ee74a61e2895a79,03a21ae9c4cb6a02573e2d8df51bf0d4,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439764,558946,558961,Will Belgium win the 2026 FIFA World Cup?,Will South Korea win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
41980af6c9df905c83bee12d473a45a0,03c09d6f1d77a9680866045eb5b8218d,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439735,558943,558970,Will USA win the 2026 FIFA World Cup?,Will Cape Verde win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
eb1b1cc9af7f8ef032ec54bdc7338dac,03d225d71e430f40052bdc9aa663dd23,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439751,559673,559676,Will John Fetterman win the 2028 Democratic presidential nomination?,Will Barack Obama win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
45a4a8d539e5bcf58080a6ec55a856db,03e3bf424a675fbb0e4e438de1e805f3,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439791,559653,559672,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,Will Roy Cooper win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
d131b737608cb97f330a1f97c5b02efc,03e74183de3610738e4c7192a904db11,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439737,559668,559694,Will Mark Kelly win the 2028 Democratic presidential nomination?,Will Ro Khanna win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
936f9e905984d068eadfafecf6bbcae5,03f40935e89b4ced887bc065333f6004,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439773,561990,561996,Will Elon Musk win the 2028 Republican presidential nomination?,Will Tucker Carlson win the 2028 Republican presidential nomination?,rejected,candidate_wins_nomination,
6d519e39996a5a8cc888c656aebfff12,0401d2390d608f6f3cbc6f0d3026cf74,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439838,559662,561984,Will Mark Cuban win the 2028 Democratic presidential nomination?,Will Robert F. Kennedy Jr. win the 2028 Republican presidential nomination?,rejected,same_topic_no_trade,
0e0f8cbb250bfbfba1e5bb99ba7e4bbb,0409c5684357b59e8c7c61e0e4154cab,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439835,558945,558959,Will Mexico win the 2026 FIFA World Cup?,Will Iran win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
3ed296ac8d7fea28561aaf62ed75aec8,041f9699b26c79fcf641d72d31167907,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439855,558946,558982,Will Belgium win the 2026 FIFA World Cup?,Will Iraq win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
170374aeff86c6352a1b505a6cc4bae0,0430a0a9a34cb30a80d54f8545d26455,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439782,559675,559693,Will Jon Stewart win the 2028 Democratic presidential nomination?,Will Ruben Gallego win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
61bd4bec74e0b55fc37bf0e8e31a5f6a,043840712a83f11c22f9e702949d1cc6,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439720,558972,558982,Will Saudi Arabia win the 2026 FIFA World Cup?,Will Iraq win the 2026 FIFA World Cup?,rejected,same_topic_no_trade,
7a69753535135ab3baeac28429f5dc7d,043e93f652bb48635971b7a9b26742eb,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439781,559668,559670,Will Mark Kelly win the 2028 Democratic presidential nomination?,Will Gina Raimondo win the 2028 Democratic presidential nomination?,rejected,candidate_wins_nomination,
de4888ff4a991b54a6dd4c7f52e1d0c7,0443f8573b3177d6f41acf731bbf4455,,[],rejected,rejected,ineligible,ineligible,research_only,context space not configured,,1,1778842439794,577223,577224,Will Julian Alvarez be the top goal scorer in the 2025–26 La Liga season?,Will Gonzalo Garcia be the top goal scorer in the 2025–26 La Liga season?,rejected,same_topic_no_trade,
d134bb0fa0cedf13b0bcaeca3f6a2313,044b13caa818d026776fe87487f86ae0,,[],rejected,rejected,eligible,ineligible,research_only,context space not configured,,1,1778842439785,561977,561992,Will Glenn Youngkin win the 2028 Republican presidential nomination?,Will Katie Britt win the 2028 Republican presidential nomination?,rejected,candidate_wins_nomination,
