market_id,question,confidence,ambiguity,market_type,flags,needs_review,model,prompt_version
582146,Will Brighton finish in the top 4 of the EPL 2025–26 standings?,0.9500,0.5031,binary,"['Tiebreaker procedures', 'Season cancellation before October 2026', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
577172,Will Jean-Philippe Mateta be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2125,binary,"['Tie-breaking condition based on last name alphabetical order.', ""Definition of 'sole top goal scorer' in case of ties.""]",False,deepseek-r1:8b,market_semantics_v1
577189,Will Kai Havertz be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2219,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'completed' season in case of partial season due to events like strikes or COVID-like disruptions."", 'Possibility of multiple leagues or competitions affecting goal counts, but only EPL goals count.']",True,deepseek-r1:8b,market_semantics_v1
577173,Will Yoane Wissa be the top goal scorer in the 2025–26 English Premier League season?,0.9000,0.2167,binary,"['Tie-breaking method based on alphabetical order of last names.', ""Definition of 'sole top goal scorer' may be ambiguous in case of multiple players with the same score.""]",True,deepseek-r1:8b,market_semantics_v1
577182,Will Chris Wood be the top goal scorer in the 2025–26 English Premier League season?,0.9000,0.2167,binary,"['Tie-breaking method based on last name alphabetical order.', ""Definition of 'sole top goal scorer' may be ambiguous in case of multiple players with the same number of goals.""]",True,deepseek-r1:8b,market_semantics_v1
577174,Will Matheus Cunha be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2125,binary,"['Tie-breaking rule based on last name alphabetical order may not directly affect this specific question but is part of the market resolution.', ""Definition of 'sole top goal scorer' requires no ties, which could be ambiguous if multiple players have the same goals.""]",False,deepseek-r1:8b,market_semantics_v1
577165,Will Hugo Ekitike be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.4975,binary,"['Tie-breaking rule based on alphabetical order of last names may be subjective.', ""Definition of 'sole top goal scorer' is clear, but 'other' resolution condition adds complexity."", 'Source of resolution may depend on official vs. reported data, which could introduce ambiguity.', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
577160,Will Erling Haaland be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2125,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'completed' season if not finished by August 1, 2026.""]",False,deepseek-r1:8b,market_semantics_v1
577183,Will Morgan Rogers be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2125,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'sole top goal scorer' in case of ties.""]",False,deepseek-r1:8b,market_semantics_v1
577180,Will Charalambos Kostoulas be the top goal scorer in the 2025–26 English Premier League season?,0.8500,0.2281,binary,"['Tie-breaking method based on alphabetical order of last names.', ""Definition of 'finish' may depend on season completion."", 'Source of resolution may include consensus, which could be ambiguous.']",True,deepseek-r1:8b,market_semantics_v1
577167,Will Benjamin Sesko be the top goal scorer in the 2025–26 English Premier League season?,0.9000,0.2167,binary,"['Tie-breaking by last name', ""Definition of 'sole top goal scorer' in case of tie""]",True,deepseek-r1:8b,market_semantics_v1
572847,Will Tottenham be relegated from the English Premier League after the 2025–26 season?,0.9000,0.2167,binary,"['Relegation is based on final league table', 'Cancellation of season']",True,deepseek-r1:8b,market_semantics_v1
577164,Will Joao Pedro be the top goal scorer in the 2025–26 English Premier League season?,0.9000,0.2167,binary,"['Tie-breaking method based on last name alphabetical order', ""Definition of 'finish' and 'scorer' may be ambiguous""]",True,deepseek-r1:8b,market_semantics_v1
572734,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,0.9000,0.2167,binary,"['Mathematical elimination criteria', 'Definition of final standings if season incomplete']",True,deepseek-r1:8b,market_semantics_v1
577192,Will Antoine Semenyo be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2125,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'finish' in case of incomplete season.""]",True,deepseek-r1:8b,market_semantics_v1
577190,Will Florian Wirtz be the top goal scorer in the 2025–26 English Premier League season?,0.9000,0.2167,binary,"['Season cancellation condition is specific but not tied to a vague temporal phrase.', 'Tie-breaking condition may be ambiguous without a clear ordering.']",True,deepseek-r1:8b,market_semantics_v1
577175,Will Liam Delap be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.5125,binary,"['The market resolves to the player with the last name first alphabetically if there is a tie, which may affect the outcome for other players.', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
577186,Will Nicolas Jackson be the top goal scorer in the 2025–26 English Premier League season?,0.9000,0.2250,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'sole top goal scorer' in case of ties."", 'Cutoff date for season completion is August 1, 2026.']",True,deepseek-r1:8b,market_semantics_v1
577166,Will Cole Palmer be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2125,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'sole top goal scorer' in case of ties.""]",False,deepseek-r1:8b,market_semantics_v1
572854,Will West Ham be relegated from the English Premier League after the 2025–26 season?,0.9000,0.2167,binary,"['Relegation criteria may vary', 'Season cancellation condition']",True,deepseek-r1:8b,market_semantics_v1
572772,Will Aston Villa finish in 3rd place in the 2025-26 English Premier League?,0.9000,0.2167,binary,"['Season cancellation', 'Mathematical impossibility']",True,deepseek-r1:8b,market_semantics_v1
577171,Will Omar Marmoush be the top goal scorer in the 2025–26 English Premier League season?,0.9000,0.2167,binary,"['Tie-breaking rule based on alphabetical order of last names.', ""Definition of 'season completed' is not explicitly defined beyond August 1, 2026 cutoff.""]",True,deepseek-r1:8b,market_semantics_v1
577169,Will Richarlison be the top goal scorer in the 2025–26 English Premier League season?,0.9000,0.2167,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'completed' season (e.g., if season is partially played).""]",True,deepseek-r1:8b,market_semantics_v1
566188,Will Manchester City win the 2025–26 English Premier League?,0.9000,0.5062,binary,"['Mathematical elimination condition may be ambiguous', 'Season cancellation condition', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
582138,Will Manchester United finish in the top 4 of the EPL 2025–26 standings?,0.9500,0.5031,binary,"['Tiebreaker procedures may introduce uncertainty', 'Season cancellation before October 1, 2026', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
582134,Will Liverpool finish in the top 4 of the EPL 2025–26 standings?,0.9500,0.5125,binary,"['Tie-breaking procedures', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
577179,Will Evanilson be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2125,binary,"['Tie-breaking method based on last name alphabetical order.', ""Definition of 'sole top goal scorer' requires no ties.""]",False,deepseek-r1:8b,market_semantics_v1
577163,Will Alexander Isak be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2219,binary,"['Tie-breaking method based on last name alphabetical order.', ""Definition of 'sole top goal scorer' includes no ties."", 'Cancellation condition is specific to season completion by August 1, 2026.']",False,deepseek-r1:8b,market_semantics_v1
577187,Will Brennan Johnson be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2125,binary,"['Tie-breaking rule based on alphabetical order of last names.', ""Definition of 'season completed' in case of partial season due to cancellation or other reasons.""]",False,deepseek-r1:8b,market_semantics_v1
577185,Will Mohammed Kudus be the top goal scorer in the 2025–26 English Premier League season?,0.9000,0.2167,binary,"['Tie-breaking method based on last name alphabetical order.', ""Definition of 'sole top goal scorer' requires no ties.""]",True,deepseek-r1:8b,market_semantics_v1
577176,Will Bukayo Saka be the top goal scorer in the 2025–26 English Premier League season?,0.9500,0.2125,binary,"['Tie-breaking method based on alphabetical order of last names', ""Definition of 'top goal scorer' includes sole possession""]",False,deepseek-r1:8b,market_semantics_v1
577296,Will Yussuf Poulsen be the top goal scorer in the 2025–26 Bundesliga season?,0.9000,0.2167,binary,"['Tie-breaking mechanism based on alphabetical order of last names.', ""Definition of 'sole top goal scorer' in case of ties.""]",True,deepseek-r1:8b,market_semantics_v1
579399,Will Francesco Camarda be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on alphabetical order of last names', ""Definition of 'sole top goal scorer' in case of tie""]",True,deepseek-r1:8b,market_semantics_v1
579393,Will Christian Pulisic be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on last name alphabetical order', 'Season cancellation condition']",True,deepseek-r1:8b,market_semantics_v1
579388,Will Gianluca Scamacca be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on last name alphabetical order', ""Definition of 'sole top goal scorer' in case of tie""]",True,deepseek-r1:8b,market_semantics_v1
578398,Will Cremonese be relegated from Serie A after the 2025-26 season?,0.9000,0.2000,binary,['The market resolution depends on the completion of the season'],True,deepseek-r1:8b,market_semantics_v1
577284,Will Nick Woltemade be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.2125,binary,"['Tie-breaking rule based on alphabetical order of last names', ""Definition of 'sole top goal scorer' in case of tie""]",True,deepseek-r1:8b,market_semantics_v1
576806,Will St. Pauli be relegated from the Bundesliga after the 2025–26 season?,0.8000,0.2250,binary,"['Relegation depends on other factors', ""Definition of 'officially' may vary""]",True,deepseek-r1:8b,market_semantics_v1
579390,Will Riccardo Orsolini be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on alphabetical order of last names', ""Definition of 'sole top goal scorer' in case of tie""]",True,deepseek-r1:8b,market_semantics_v1
579380,Will Marcus Thuram be the top goal scorer in the 2025-26 Serie A season?,0.9500,0.2125,binary,"['Tie-breaking rule based on alphabetical order of last names', ""Definition of 'sole top goal scorer' in case of ties""]",True,deepseek-r1:8b,market_semantics_v1
579401,Will Andrea Pinamonti be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on alphabetical order of last names.', ""Definition of 'sole top goal scorer' in case of ties.""]",True,deepseek-r1:8b,market_semantics_v1
579379,Will Jonathan David be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'sole top goal scorer' in case of tie.""]",True,deepseek-r1:8b,market_semantics_v1
577287,Will Tim Kleindienst be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.2125,binary,"['Tie-breaking rule based on last name alphabetical order', ""Definition of 'sole top goal scorer' in case of tie""]",False,deepseek-r1:8b,market_semantics_v1
577281,Will Lois Openda be the top goal scorer in the 2025–26 Bundesliga season?,0.9000,0.5062,binary,"['Tie-breaking mechanism', 'Season cancellation', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
579396,Will Mehdi Taremi be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking based on last name alphabetical order', ""Definition of 'sole top goal scorer' in case of ties""]",True,deepseek-r1:8b,market_semantics_v1
577292,Will Robert Glatzel be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.2125,binary,"['Season cancellation or incomplete season resolution', 'Tie-breaking method']",True,deepseek-r1:8b,market_semantics_v1
579398,Will Paulo Dybala be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['The market resolves to the player with the last name first alphabetically if there is a tie, which may affect the outcome for Dybala.', ""The definition of 'sole top goal scorer' is clear, but the counting of goals excludes other competitions, which might be relevant if Dybala scores in other leagues but not Serie A.""]",False,deepseek-r1:8b,market_semantics_v1
579394,Will Kevin De Bruyne be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'sole top goal scorer' in case of ties.""]",True,deepseek-r1:8b,market_semantics_v1
577286,Will Maximilian Beier be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.2125,binary,"['Tie-breaking rule based on last name alphabetical order', ""Definition of 'sole top goal scorer' in case of tie""]",False,deepseek-r1:8b,market_semantics_v1
577276,Will Harry Kane be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.2219,binary,"['The market resolves to the alphabetically first player in case of a tie, which may not directly relate to Harry Kane.', ""The definition of 'top goal scorer' includes being sole, so ties are broken by alphabet."", ""The market may resolve to 'Other' if the season is canceled, which is a separate condition.""]",True,deepseek-r1:8b,market_semantics_v1
579392,Will Kenan Yildiz be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"[""The market resolves to 'No' if there is a tie, but the tie-breaker is alphabetical order of last names, which may not directly relate to Kenan Yildiz."", ""The market resolves to 'Other' if the season is canceled or not completed by August 1, 2026, but the season might still occur later, creating a temporal ambiguity.""]",True,deepseek-r1:8b,market_semantics_v1
577290,Will Ermedin Demirovic be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.2125,binary,"[""The definition of 'top goal scorer' includes sole possession, so ties lead to alphabetical resolution."", ""The market resolves to 'Other' if the season is canceled or incomplete by August 1, 2026, but the exact date is not specified.""]",True,deepseek-r1:8b,market_semantics_v1
577289,Will Karim Adeyemi be the top goal scorer in the 2025–26 Bundesliga season?,0.9000,0.5062,binary,"[""The market does not specify what constitutes a 'credible reporting' source."", 'The market does not specify the exact date of resolution if the season is completed after August 1, 2026.', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
577280,Will Jonathan Burkardt be the top goal scorer in the 2025–26 Bundesliga season?,0.9000,0.2250,binary,"['Tie-breaking based on last name alphabetical order.', ""Definition of 'sole top goal scorer' in case of ties."", 'Cutoff date for season completion is August 1, 2026.']",True,deepseek-r1:8b,market_semantics_v1
579402,Will Santiago Castro be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on alphabetical order of last names', ""Definition of 'sole top goal scorer' in case of tie""]",True,deepseek-r1:8b,market_semantics_v1
579391,Will Romelu Lukaku be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'sole top goal scorer' in case of tie.""]",True,deepseek-r1:8b,market_semantics_v1
579387,Will Lorenzo Lucca be the top goal scorer in the 2025-26 Serie A season?,0.9500,0.1938,binary,"[""The market does not specify what constitutes a 'sole' top goal scorer if there are multiple players with the same highest score, but the description says it will resolve to the alphabetically first last name in case of a tie, which implies that a tie means multiple players share the top, so the market resolves to 'No' if Lorenzo Lucca is not the sole one, which includes ties or multiple players with the same score.""]",True,deepseek-r1:8b,market_semantics_v1
579377,Will Lautaro Martinez be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2250,binary,"['Tie-breaking condition based on alphabetical order of last names.', ""Definition of 'sole top goal scorer' in case of ties."", 'Temporal resolution ambiguity due to vague deadline.']",True,deepseek-r1:8b,market_semantics_v1
579366,Will Como finish in the top 4 in the 2025-26 Serie A season?,0.9500,0.2125,binary,"['Tie-breaking procedures', 'Season cancellation before October 1, 2026']",True,deepseek-r1:8b,market_semantics_v1
577279,Will Michael Olise be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.1938,binary,"[""The market resolves to 'No' if there is a tie, but the tie-breaker is based on last name alphabetical order, which might be considered ambiguous in some contexts.""]",False,deepseek-r1:8b,market_semantics_v1
576805,Will FC Heidenheim be relegated from the Bundesliga after the 2025–26 season?,0.9500,0.1938,binary,['The market resolution depends on the completion of the season'],True,deepseek-r1:8b,market_semantics_v1
579395,Will Assane Diao be the top goal scorer in the 2025-26 Serie A season?,0.9500,0.2125,binary,"[""The market resolves to 'Other' if the season is canceled or not completed by August 1, 2026, but the condition for 'Yes' requires the season to be completed. This might be ambiguous if the season is canceled later than August 1, 2026."", ""The tie-breaking rule (alphabetical order of last names) does not directly affect this specific market since it's about Assane Diao, but it could affect the outcome if he is involved in a tie.""]",False,deepseek-r1:8b,market_semantics_v1
582184,Will Hoffenheim finish in the top 4 of the Bundesliga 2025–26 standings?,0.9500,0.5031,binary,"['Tie-breaking procedures', ""Definition of 'end of the season'"", 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
579381,Will Ademola Lookman be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking condition based on last name alphabetical order', 'Season cancellation condition']",True,deepseek-r1:8b,market_semantics_v1
577291,Will Deniz Undav be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.1938,binary,"[""The market does not specify what constitutes a 'sole' top goal scorer if there are ties, but the description clarifies that ties are resolved alphabetically.""]",False,deepseek-r1:8b,market_semantics_v1
577288,Will Michy Batshuayi be the top goal scorer in the 2025–26 Bundesliga season?,0.9000,0.2167,binary,"['Tie-breaking rule based on last name alphabetical order', ""Definition of 'top goal scorer' in case of ties""]",True,deepseek-r1:8b,market_semantics_v1
579389,Will Valentin Castellanos be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2250,binary,"['Tie-breaking rule based on alphabetical order of last names.', ""Definition of 'sole top goal scorer' in case of ties."", 'Cutoff date for season completion is August 1, 2026, which is vague without specific context.']",True,deepseek-r1:8b,market_semantics_v1
579378,Will Moise Kean be the top goal scorer in the 2025-26 Serie A season?,0.9500,0.2125,binary,"[""The market resolves to 'Other' if the season is canceled or not completed by August 1, 2026, but this is not a condition for the binary outcome."", 'The tie-breaking rule (alphabetical order of last names) does not directly affect the binary outcome unless Moise Kean is involved in a tie.']",False,deepseek-r1:8b,market_semantics_v1
579360,Will Juventus finish in the top 4 in the 2025-26 Serie A season?,0.9500,0.2125,binary,"['Tiebreaker procedures', 'Season cancellation date']",True,deepseek-r1:8b,market_semantics_v1
577293,Will Andrej Kramaric be the top goal scorer in the 2025–26 Bundesliga season?,0.9000,0.2167,binary,"['Tie-breaking rule based on alphabetical order of last names.', ""Definition of 'sole top goal scorer' may be ambiguous if there are multiple players with the same number of goals.""]",True,deepseek-r1:8b,market_semantics_v1
582174,Will Leverkusen finish in the top 4 of the Bundesliga 2025–26 standings?,0.9500,0.5031,binary,"['Tiebreaker procedures', 'Season cancellation', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
579384,Will Artem Dovbyk be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on last name alphabetical order', ""Definition of 'sole top goal scorer' in case of ties""]",True,deepseek-r1:8b,market_semantics_v1
578403,Will Cagliari be relegated from Serie A after the 2025-26 season?,0.9000,0.2000,binary,['The market resolution depends on the completion of the season'],True,deepseek-r1:8b,market_semantics_v1
577285,Will Jamal Musiala be the top goal scorer in the 2025–26 Bundesliga season?,0.9000,0.2250,binary,"['Tie-breaking rule based on alphabetical order of last names.', ""Definition of 'sole top goal scorer' in case of ties."", 'Resolution if season is canceled or incomplete before August 1, 2026.']",True,deepseek-r1:8b,market_semantics_v1
579400,Will Rafael Leao be the top goal scorer in the 2025-26 Serie A season?,0.9500,0.2125,binary,"['Tie-breaking rule based on alphabetical order of last names', ""Definition of 'sole top goal scorer' in case of ties""]",True,deepseek-r1:8b,market_semantics_v1
579397,Will Edin Dzeko be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on alphabetical order of last names.', ""Definition of 'sole top goal scorer' may be ambiguous if multiple players tie but not alphabetically first.""]",True,deepseek-r1:8b,market_semantics_v1
579383,Will Santiago Gimenez be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on alphabetical order of last names', ""Definition of 'sole top goal scorer' in case of tie""]",True,deepseek-r1:8b,market_semantics_v1
577295,Will Mohammed Amoura be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.1938,binary,"[""The market resolves to 'No' if there is a tie, but the tie-breaker is based on last name alphabetically, which may not directly relate to the question.""]",False,deepseek-r1:8b,market_semantics_v1
579382,Will Dusan Vlahovic be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking mechanism based on alphabetical order of last names', ""Definition of 'sole top goal scorer' may be ambiguous if there are multiple players with the same highest score""]",True,deepseek-r1:8b,market_semantics_v1
579357,Will Napoli finish in the top 4 in the 2025-26 Serie A season?,0.9500,0.5031,binary,"['Season cancellation before October 1, 2026', 'Tiebreaker procedures', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
582177,Will Stuttgart finish in the top 4 of the Bundesliga 2025–26 standings?,0.9000,0.5062,binary,"['Tiebreaker procedures', 'Season cancellation before October 1, 2026', 'vague_deadline']",True,deepseek-r1:8b,market_semantics_v1
579385,Will Ciro Immobile be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on alphabetical order', 'Season cancellation condition']",True,deepseek-r1:8b,market_semantics_v1
579361,Will Roma finish in the top 4 in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tiebreaker procedures may vary', ""Definition of 'official' source may be subjective""]",True,deepseek-r1:8b,market_semantics_v1
577294,Will Jonas Wind be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.2125,binary,"['Tie-breaking based on last name alphabetical order', ""Definition of 'sole top goal scorer' in case of ties""]",True,deepseek-r1:8b,market_semantics_v1
579386,Will Evan Ferguson be the top goal scorer in the 2025-26 Serie A season?,0.9000,0.2167,binary,"['Tie-breaking rule based on last name alphabetical order.', ""Definition of 'sole top goal scorer' in case of tie.""]",True,deepseek-r1:8b,market_semantics_v1
578401,Will Lecce be relegated from Serie A after the 2025-26 season?,0.9500,0.1938,binary,['The market resolution depends on the completion of the season'],False,deepseek-r1:8b,market_semantics_v1
577283,Will Victor Boniface be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.2219,binary,"['Tie-breaking rule based on alphabetical order of last names.', ""Definition of 'sole top goal scorer' in case of ties."", 'Source of resolution: official vs. consensus reporting.']",True,deepseek-r1:8b,market_semantics_v1
577282,Will Luis Diaz be the top goal scorer in the 2025–26 Bundesliga season?,0.9500,0.2125,binary,"['Tie-breaking based on last name alphabetical order.', ""Definition of 'sole top goal scorer' in case of ties.""]",True,deepseek-r1:8b,market_semantics_v1
