bucket,source_file,relationship_id,bundle_event_id,relationship_type,relationship_subtype,outcome_space_id,strategy_lane,question_a,question_b,flags,rejection_reason,suggested_action
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,market_exposure_limit,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,market_exposure_limit,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,market_exposure_limit,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,market_exposure_limit,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,market_exposure_limit,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,market_exposure_limit,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,market_exposure_limit,
rejected,blocked_opportunities.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,market_exposure_limit,
rejected,blocked_opportunities.csv,9e1eab838aaa45e09c191f4776d6c2c9,,mutually_exclusive_category,candidate_wins_nomination,2028_republicans_presidential_nomination,strict_context_valid,Will Ron DeSantis win the 2028 Republican presidential nomination?,Will Pete Hegseth win the 2028 Republican presidential nomination?,season_missing; weak_guard_evidence,real_relationship_but_pairwise_not_tradeable,
rejected,blocked_opportunities.csv,b6a1029b036308218a6c66885debcd8e,,mutually_exclusive_category,candidate_wins_nomination,2028_republicans_presidential_nomination,strict_context_valid,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,Will Katie Britt win the 2028 Republican presidential nomination?,season_missing; weak_guard_evidence,real_relationship_but_pairwise_not_tradeable,
traded,accepted_simulated_trades.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,,,,strict_context_valid,,,,,
traded,accepted_simulated_trades.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,,,,strict_context_valid,,,,,
traded,accepted_simulated_trades.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,,,,strict_context_valid,,,,,
traded,accepted_simulated_trades.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,,,,strict_context_valid,,,,,
traded,accepted_simulated_trades.csv,a6edab19118abe85173fa9a8b0f4cbe4,,,,,strict_context_valid,,,,,
traded,accepted_simulated_trades.csv,a6edab19118abe85173fa9a8b0f4cbe4,,,,,strict_context_valid,,,,,
traded,accepted_simulated_trades.csv,a6edab19118abe85173fa9a8b0f4cbe4,,,,,strict_context_valid,,,,,
traded,accepted_simulated_trades.csv,a6edab19118abe85173fa9a8b0f4cbe4,,,,,strict_context_valid,,,,,
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,3496b04d1407bfa617b8d7e95b3dfc9a,,inverse,same_topic_no_trade,premier_league_finish_position,strict_context_valid,Will Manchester City win the 2025–26 English Premier League?,Will Manchester City finish in 2nd place in the 2025-26 English Premier League?,competition_missing; season_missing; weak_guard_evidence,,repair semantic metadata/extraction and rerun expansion
suspicious,suspicious_matches.csv,34e06c932641e8ca10b0b300617528a0,,rejected,team_wins_championship,world_cup_champion,strict_context_valid,Will Ecuador win the 2026 FIFA World Cup?,Will Switzerland win the 2026 FIFA World Cup?,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,,exclude from execution; inspect context validation before reuse
suspicious,suspicious_matches.csv,9284b37ad080c942113e241f58515c6b,,rejected,team_wins_championship,world_cup_champion,strict_context_valid,Will England win the 2026 FIFA World Cup?,Will Colombia win the 2026 FIFA World Cup?,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,,exclude from execution; inspect context validation before reuse
