relationship_id,question_a,question_b,audit_group,context_space_id,lane,blocked_as_analysis_only,final_blocker,note
0757dba0a05e54599e481c229b5c61cf,Will Tulsi Gabbard win the 2028 US Presidential Election?,Will Tulsi Gabbard win the 2028 Republican presidential nomination?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
2de26bc261398987df16efb1545e1843,Will Pete Hegseth win the 2028 US Presidential Election?,Will Pete Hegseth win the 2028 Republican presidential nomination?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
81bc17f1290a94cdc67b3f9e0af9ecea,Will Ivanka Trump win the 2028 US Presidential Election?,Will Ivanka Trump win the 2028 Republican presidential nomination?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
418590bdf1fce3b701b0dbf876edeb79,Will Gavin Newsom win the 2028 Democratic presidential nomination?,Will Gavin Newsom win the 2028 US Presidential Election?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
cec0db338843fe1406f15edb794b2acd,Will Ron DeSantis win the 2028 US Presidential Election?,Will Ron DeSantis win the 2028 Republican presidential nomination?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
55c2d8572e14422eb9d47ccfd590a2e7,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,Will Gretchen Whitmer win the 2028 US Presidential Election?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
e602b8cb88b133424c34496b91dcd2b7,Will Greg Abbott win the 2028 US Presidential Election?,Will Greg Abbott win the 2028 Republican presidential nomination?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
c16c87976c39bf32c46a238058a19da0,Will Donald Trump win the 2028 US Presidential Election?,Will Donald Trump win the 2028 Republican presidential nomination?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
afbb888cff6a11db64add1dcbd907460,Will Eric Trump win the 2028 US Presidential Election?,Will Eric Trump win the 2028 Republican presidential nomination?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
f91baba31c7cbd931f2ad3a8ce640780,Will Kim Kardashian win the 2028 Democratic presidential nomination?,Will Kim Kardashian win the 2028 US Presidential Election?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
3d634456c3026c071a0457c05dc4f462,Will Tucker Carlson win the 2028 US Presidential Election?,Will Tucker Carlson win the 2028 Republican presidential nomination?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
c30a8da72e76b3fbb882e493f3e647a9,Will Wes Moore win the 2028 Democratic presidential nomination?,Will Wes Moore win the 2028 US Presidential Election?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
3aae3cb1b2ec3730bfac0f54ce120dc9,Will Kim Kardashian win the 2028 US Presidential Election?,Will Kim Kardashian win the 2028 Republican presidential nomination?,nomination/general,us_2028_presidential_nomination_general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
7e196c9cbf9fd7930dfcbf324ce82ebd,New Rihanna Album before GTA VI?,New Playboi Carti Album before GTA VI?,same-reference GTA VI,same_reference_clock_before_gta_vi,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
72dfea6c8c946bedf26721c01c36b1ec,New Rihanna Album before GTA VI?,New Playboi Carti Album before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
2a3afd9cbd61c5f7a6d4d096dc79ccdf,Will bitcoin hit $1m before GTA VI?,"Will Bitcoin hit $150k by June 30, 2026?",same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
0462c7c0d38ac054df91da25b1e186e1,New Rihanna Album before GTA VI?,Trump out as President before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
06eb8de3f348578d5212ece1f4fce7df,New Playboi Carti Album before GTA VI?,Will GPT-6 be released before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
fb5efc7f0a76767bc42249cea73627b0,New Playboi Carti Album before GTA VI?,Will Jesus Christ return before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
b9b55135fac0d7b9a1d4af4a8a3b10e2,New Rihanna Album before GTA VI?,Will Jesus Christ return before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
0bb7c9996551a786c9ba072553da52b3,Will China invades Taiwan before GTA VI?,Will China invade Taiwan by end of 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
41672ffa89c945d4ae361a8759c888a6,New Rihanna Album before GTA VI?,Will Jesus Christ return before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
7e744c2e05cddc43704cf818f2aa327d,Will Jesus Christ return before GTA VI?,Will bitcoin hit $1m before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
4dd90e60c93d750ed0d197319599ef1c,New Playboi Carti Album before GTA VI?,Will Jesus Christ return before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
6951e7a33fd87bc9132fbd9d04f424ab,New Rihanna Album before GTA VI?,Will GPT-6 be released before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
e02bbc12cf27e2f1c7892aeaf4730cdf,Will Jesus Christ return before GTA VI?,Trump out as President before GTA VI?,same-reference GTA VI,same_reference_clock_before_gta_vi,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
323a222f5b4e83bb756ed5a6e3c939a1,Will Jesus Christ return before GTA VI?,Will GPT-6 be released before GTA VI?,same-reference GTA VI,same_reference_clock_before_gta_vi,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
3cd0206d7a630a2ed1d7e52faa324562,New Playboi Carti Album before GTA VI?,Will bitcoin hit $1m before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
44b90050a17ee86d2db590ea611662e1,Trump out as President before GTA VI?,Will bitcoin hit $1m before GTA VI?,same-reference GTA VI,same_reference_clock_before_gta_vi,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
d6b7e9ccd5f194edc1dbaf107b3b87c2,Will Jesus Christ return before GTA VI?,Will bitcoin hit $1m before GTA VI?,same-reference GTA VI,same_reference_clock_before_gta_vi,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
3408dfe3c22c0d8ccb013839c62ae2aa,Will bitcoin hit $1m before GTA VI?,Will GPT-6 be released before GTA VI?,same-reference GTA VI,same_reference_clock_before_gta_vi,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
759843b8ca4b1c0c5f6cd9d21c0f7f06,Trump out as President before GTA VI?,Will GPT-6 be released before GTA VI?,same-reference GTA VI,same_reference_clock_before_gta_vi,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
ab030b85211f18c92d425a08d8339255,New Rihanna Album before GTA VI?,Will bitcoin hit $1m before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
e86b9578f68d6611da3c30f7951a978e,New Playboi Carti Album before GTA VI?,Will bitcoin hit $1m before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
f106913f6d05d19511b287de2c2ac1c4,Will bitcoin hit $1m before GTA VI?,"Will Bitcoin hit $150k by December 31, 2026?",same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
7c1acaa02d0f1f71a4e51f843c1f3135,New Playboi Carti Album before GTA VI?,Trump out as President before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
a0ef9131c9f93574165e69c236992ee0,New Rihanna Album before GTA VI?,Will bitcoin hit $1m before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
388e523392a91d7082c2a2988cf15f16,New Rihanna Album before GTA VI?,GTA VI released before June 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
ba978eaf8bffd077f7d8bb88b0a583bb,Trump out as President before GTA VI?,GTA VI released before June 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
5cd795d9710c7e66b2c910ffceff9bfb,New Rihanna Album before GTA VI?,GTA VI released before June 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
15b85e9f335af44d1ed752bb380210e3,GTA VI released before June 2026?,Will GPT-6 be released before GTA VI?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
4896d82fe2e5f62452175f41e65b5a69,Will Jesus Christ return before GTA VI?,GTA VI released before June 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
4e48362725756304216e7c9ddbbe1b8d,New Playboi Carti Album before GTA VI?,GTA VI released before June 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
6f638068bffeb3ba21f869fa687df58e,Will Jesus Christ return before GTA VI?,GTA VI released before June 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
9446e1cc43b82f8b8868f5f3b9136fe6,New Playboi Carti Album before GTA VI?,GTA VI released before June 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
907a0b689888f9ce8df9e4ac0efdc69e,Will bitcoin hit $1m before GTA VI?,GTA VI released before June 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
2452c1428ede53f2477f945baf111d3f,Will bitcoin hit $1m before GTA VI?,GTA VI released before June 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
f45ae058b09d027fff0bc6de8ea43954,Trump out as President before GTA VI?,"Macron out by June 30, 2026?",same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
b884d3af9ad68421c0febba9b78dcbec,Trump out as President before GTA VI?,Will Donald Trump win the 2028 US Presidential Election?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
32105d86982c449ff05e7b5b07f263ea,Trump out as President before GTA VI?,Will Donald Trump win the 2028 Republican presidential nomination?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
9c7c7a0cf69a2b395b0aaab79fe91265,Trump out as President before GTA VI?,Will Trump endorse Susan Collins for ME-Sen by Nov 2 2026 ET?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
b5e2607a966fa6c47307d84b1ff69e46,Trump out as President before GTA VI?,Will Trump endorse John Cornyn for TX-Sen by Nov 2 2026 ET?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
b8a2acdfe753d00a0b7402f0488ec25d,Trump out as President before GTA VI?,Will Trump endorse Ken Paxton for TX-Sen by Nov 2 2026 ET?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
67e7a5c47d60dcf8e7c2413ed5495d98,Trump out as President before GTA VI?,"Will Trump resign by December 31, 2026?",same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
ab8b69a049e316f4ec436519995a8fec,Trump out as President before GTA VI?,Will Trump be impeached by end of 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
d89892dd344d72a29953088fae74467c,Trump out as President before GTA VI?,Will Trump pardon Ghislaine Maxwell by end of 2026?,same-reference GTA VI,,research_only,False,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity"
