relationship_id,source,question_a,question_b,relationship_type,relationship_subtype,outcome_space_id,strategy_lane,template_id,flags,guard_results_json,source_row_json,suggested_action
07c22c69dea4ed588b24b20a075578ed,blocked_opportunities,Will Germany win the 2026 FIFA World Cup?,Will South Korea win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.44415584415584414, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.4545, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.31090909090909086, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will Germany win the 2026 FIFA World Cup?"", ""question_b"": ""Will South Korea win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""07c22c69dea4ed588b24b20a075578ed"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
07c4886f762206a36b9500747e946fbe,blocked_opportunities,Will New Zealand win the 2026 FIFA World Cup?,Will Jordan win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.42266009852216746, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.3793, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.2958620689655172, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will New Zealand win the 2026 FIFA World Cup?"", ""question_b"": ""Will Jordan win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""07c4886f762206a36b9500747e946fbe"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
0854b544c56f9367e7f402964c7ab13a,blocked_opportunities,Will Germany win the 2026 FIFA World Cup?,Will Senegal win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.49285714285714277, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.625, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.3449999999999999, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will Germany win the 2026 FIFA World Cup?"", ""question_b"": ""Will Senegal win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""0854b544c56f9367e7f402964c7ab13a"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
099ea9559245721fb081c4a245c91742,blocked_opportunities,Will Colombia win the 2026 FIFA World Cup?,Will South Korea win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.4503401360544217, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.4762, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.31523809523809515, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will Colombia win the 2026 FIFA World Cup?"", ""question_b"": ""Will South Korea win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""099ea9559245721fb081c4a245c91742"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
09bd4767a08946b36d47f8b8ea37e1af,blocked_opportunities,Will England win the 2026 FIFA World Cup?,Will Uzbekistan win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.4701298701298701, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.5455, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.32909090909090905, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will England win the 2026 FIFA World Cup?"", ""question_b"": ""Will Uzbekistan win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""09bd4767a08946b36d47f8b8ea37e1af"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
09efe27c49ff925476fee8cad4aaa9dd,blocked_opportunities,Will Spain win the 2026 FIFA World Cup?,Will Ecuador win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.42417582417582417, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.3846, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.2969230769230769, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will Spain win the 2026 FIFA World Cup?"", ""question_b"": ""Will Ecuador win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""09efe27c49ff925476fee8cad4aaa9dd"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
0a80f7ca94a8f4cd0bdb8d84fba160db,blocked_opportunities,Will the Cleveland Cavaliers win the 2026 NBA Finals?,Will the Detroit Pistons win the 2026 NBA Finals?,rejected,team_wins_championship,nba_finals,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.4857142857142856, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.6, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": false, \""coverage_b_ok\"": false}"", ""final_confidence"": 0.3399999999999999, ""outcome_space_id"": ""nba_finals"", ""question_a"": ""Will the Cleveland Cavaliers win the 2026 NBA Finals?"", ""question_b"": ""Will the Detroit Pistons win the 2026 NBA Finals?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""0a80f7ca94a8f4cd0bdb8d84fba160db"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
0af1c965958b2e5541b4fe67982d73ef,blocked_opportunities,Will England win the 2026 FIFA World Cup?,Will Ecuador win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.45714285714285713, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.5, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.31999999999999995, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will England win the 2026 FIFA World Cup?"", ""question_b"": ""Will Ecuador win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""0af1c965958b2e5541b4fe67982d73ef"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
0bf051b457ec5a2ea969f30dbd0220bc,blocked_opportunities,Will Paraguay win the 2026 FIFA World Cup?,Will Sweden win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.47380952380952385, ""evidence_json"": ""{\""entity_score\"": 0.075, \""time_score\"": 1.0, \""resolution_score\"": 0.5833, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.33166666666666667, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will Paraguay win the 2026 FIFA World Cup?"", ""question_b"": ""Will Sweden win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""0bf051b457ec5a2ea969f30dbd0220bc"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
0d7f6ee8bb60e44920829b277e2c718a,blocked_opportunities,Will Australia win the 2026 FIFA World Cup?,Will Ivory Coast win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.42142857142857143, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.375, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.295, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will Australia win the 2026 FIFA World Cup?"", ""question_b"": ""Will Ivory Coast win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""0d7f6ee8bb60e44920829b277e2c718a"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
0dc3041edb748f71d7ecd6bb5f2c531f,blocked_opportunities,Will Spain win the 2026 FIFA World Cup?,Will New Zealand win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.42653061224489797, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.3929, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.29857142857142854, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will Spain win the 2026 FIFA World Cup?"", ""question_b"": ""Will New Zealand win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""0dc3041edb748f71d7ecd6bb5f2c531f"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
0e5392208cd47f5d6414b309a33ff865,blocked_opportunities,Will Tunisia win the 2026 FIFA World Cup?,Will Sweden win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.4686335403726708, ""evidence_json"": ""{\""entity_score\"": 0.075, \""time_score\"": 1.0, \""resolution_score\"": 0.5652, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.32804347826086955, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will Tunisia win the 2026 FIFA World Cup?"", ""question_b"": ""Will Sweden win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""0e5392208cd47f5d6414b309a33ff865"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
0e6c4fc58ffe2873c5c03d572cce9ccb,blocked_opportunities,Will England win the 2026 FIFA World Cup?,Will Saudi Arabia win the 2026 FIFA World Cup?,rejected,team_wins_championship,world_cup_champion,strict_context_valid,,competition_missing; low_confidence; season_missing; validation_rejected; weak_guard_evidence,{},"{""deterministic_confidence"": 0.45093167701863346, ""evidence_json"": ""{\""entity_score\"": 0.1, \""time_score\"": 1.0, \""resolution_score\"": 0.4783, \""threshold_detected\"": false, \""threshold_direction\"": \""none\"", \""sources\"": [\""entity_overlap\""], \""coverage_a_ok\"": true, \""coverage_b_ok\"": true}"", ""final_confidence"": 0.3156521739130434, ""outcome_space_id"": ""world_cup_champion"", ""question_a"": ""Will England win the 2026 FIFA World Cup?"", ""question_b"": ""Will Saudi Arabia win the 2026 FIFA World Cup?"", ""rejection_reason"": ""relationship_confidence_below_threshold"", ""relationship_id"": ""0e6c4fc58ffe2873c5c03d572cce9ccb"", ""relationship_subtype"": ""team_wins_championship"", ""relationship_type"": ""rejected"", ""relationship_validity_status"": ""rejected"", ""strategy_lane"": ""strict_context_valid"", ""validation_status"": ""rejected""}",exclude from execution; inspect context validation before reuse
