source_file,source_section,source_row_number,issue,severity,file_or_command,recommended_fix,blocking_credible_backtest,context_rule_id,context_space_id,rule_type,rule_family,role,human_review_status,needs_manual_review,relationships_affected,relationship_id,question_a,question_b,audit_group,lane,blocked_as_analysis_only,final_blocker,note,section,metric,value,market_id_a,market_id_b,relationship_type,relationship_subtype,relationship_family,context_rules_applied,confidence,coverage_score_a,coverage_score_b,coverage_score_pair,aligned_ticks,gross_violations,positions_opened,non_diagnostic_positions_opened,realized_pnl,mtm_pnl,taxonomy_mapping_worked,reached_reviewed_lane,traded_non_diagnostic,context_document_id,context_source_id,url,title,retrieved_at_ms,raw_path,cleaned_text_path,content_excerpt,content_hash,extraction_status,error_message,schema_version,ingested_ts_ms,context_type,rule_json,source_document_ids_json,quoted_evidence_json,human_review_notes,valid_from_ms,valid_to_ms,extraction_model,extraction_prompt_version,source_type,source_tier,domain,publisher,effective_start_ms,effective_end_ms,status,decision_id,context_rule_ids_json,previous_validation_status,new_validation_status,previous_strategy_eligibility,new_strategy_eligibility,strategy_lane,decision_reason,evidence_summary,rejection_reason,candidate_id,execution_model,fees_usdc,fill_price,fill_ts_ms,holdout_bucket,leg,market_id,notional_usdc,run_id,shares,side,slippage_cost_usdc,token_id,trade_id,credibility_label,fee_bps,min_net_edge,min_relationship_confidence,net_pnl_usdc,slippage_bps,trades_executed,token_id_a_yes,token_id_b_yes,validation_status,final_confidence,strategy_eligibility_status,gamma_exists_a,gamma_exists_b,price_history_exists_a,price_history_exists_b,tick_count_a,tick_count_b,aligned_tick_count,routing_note,label,cash_usdc,equity_usdc,ts_ms,accepted_for_simulation,estimated_fee,estimated_slippage,execution_model_confidence,expected_payout_json,gross_edge,inequality_violated,net_edge_after_costs,price_a,price_a_ts_ms,price_b,price_b_ts_ms,signal_ts_ms,simulated_position_json,stake_usdc,theoretical_edge,token_id_a,token_id_b,close_reason,close_ts_ms,fill_id,leg_a_close_price,leg_a_entry_cost,leg_a_proceeds,leg_a_shares,leg_a_token_id,leg_b_close_price,leg_b_entry_cost,leg_b_proceeds,leg_b_shares,leg_b_token_id,position_id,realized_pnl_usdc,slippage_usdc,has_price_history,mark_to_market_pnl_usdc,tick_count,trades_closed,trades_opened
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,3,,,,,,,same_reference_clock_before_gta_vi,,,,,,,656c1df5bb31997622521bc9e9f0adc6,Will Jesus Christ return before GTA VI?,Will China invades Taiwan before GTA VI?,same-reference GTA VI,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,4,,,,,,,same_reference_clock_before_gta_vi,,,,,,,9f8979f5595d8799aa56516df800886a,New Rihanna Album before GTA VI?,Will China invades Taiwan before GTA VI?,same-reference GTA VI,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,5,,,,,,,same_reference_clock_before_gta_vi,,,,,,,eb2787e350b8e0294d593c91947117e4,Will China invades Taiwan before GTA VI?,Will GPT-6 be released before GTA VI?,same-reference GTA VI,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,6,,,,,,,same_reference_clock_before_gta_vi,,,,,,,a38a46b0aa9e43da32288b6491f29802,Will China invades Taiwan before GTA VI?,Will bitcoin hit $1m before GTA VI?,same-reference GTA VI,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,7,,,,,,,same_reference_clock_before_gta_vi,,,,,,,2fc7c0bfadee801d685006086656d299,Trump out as President before GTA VI?,Will China invades Taiwan before GTA VI?,same-reference GTA VI,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,8,,,,,,,same_reference_clock_before_gta_vi,,,,,,,3510fa79844874170bc5aa27001fd3f9,New Playboi Carti Album before GTA VI?,Will China invades Taiwan before GTA VI?,same-reference GTA VI,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,9,,,,,,,us_2028_presidential_nomination_general,,,,,,,ce1403a76b3c8a70b5e36e97d0a18741,Will Marco Rubio win the 2028 US Presidential Election?,Will Marco Rubio win the 2028 Republican presidential nomination?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,10,,,,,,,us_2028_presidential_nomination_general,,,,,,,eafa282f1fe3c2034c6e7000af2a36f1,Will Donald Trump Jr. win the 2028 US Presidential Election?,Will Donald Trump Jr. win the 2028 Republican presidential nomination?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,11,,,,,,,us_2028_presidential_nomination_general,,,,,,,3c4c4d4734389fadaed96d4f40e0c654,Will Elon Musk win the 2028 US Presidential Election?,Will Elon Musk win the 2028 Republican presidential nomination?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,12,,,,,,,us_2028_presidential_nomination_general,,,,,,,eb3a5dbeda50cda3d8ebb7efb0ec27ac,Will LeBron James win the 2028 Democratic presidential nomination?,Will LeBron James win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,13,,,,,,,us_2028_presidential_nomination_general,,,,,,,d6f3e0670c0e7765406d5af2709303ed,Will Nikki Haley win the 2028 US Presidential Election?,Will Nikki Haley win the 2028 Republican presidential nomination?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,14,,,,,,,us_2028_presidential_nomination_general,,,,,,,8b937b1b819dbf225c72414c3b5653d9,Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,15,,,,,,,us_2028_presidential_nomination_general,,,,,,,4ceb6c57b9a9908fcbbbe636c2b57b9d,Will Kamala Harris win the 2028 Democratic presidential nomination?,Will Kamala Harris win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,16,,,,,,,us_2028_presidential_nomination_general,,,,,,,e5267754e49a11237e3cd6f4d4a5eda2,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,Will Zohran Mamdani win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,17,,,,,,,us_2028_presidential_nomination_general,,,,,,,8cd78a1977f5200ff342e072bdd6bf15,Will Michelle Obama win the 2028 Democratic presidential nomination?,Will Michelle Obama win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,18,,,,,,,us_2028_presidential_nomination_general,,,,,,,67702d888fa0ce85614d831561f2d55b,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,19,,,,,,,us_2028_presidential_nomination_general,,,,,,,671c63a001cfdfe037255346d48f4dd6,Will Andy Beshear win the 2028 Democratic presidential nomination?,Will Andy Beshear win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,20,,,,,,,us_2028_presidential_nomination_general,,,,,,,9814f0b1f2c1e137cdd0f01081c9d79d,Will Vivek Ramaswamy win the 2028 US Presidential Election?,Will Vivek Ramaswamy win the 2028 Republican presidential nomination?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,21,,,,,,,us_2028_presidential_nomination_general,,,,,,,7b13eefd6d90d2688ac31722ff8efe17,Will Thomas Massie win the 2028 US Presidential Election?,Will Thomas Massie win the 2028 Republican presidential nomination?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,22,,,,,,,us_2028_presidential_nomination_general,,,,,,,5b9170e0c89e0e7ad7bb127a5796d918,Will Tim Walz win the 2028 Democratic presidential nomination?,Will Tim Walz win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,23,,,,,,,us_2028_presidential_nomination_general,,,,,,,1c302d09aad4deb9ff7250e3c822df1d,Will Glenn Youngkin win the 2028 US Presidential Election?,Will Glenn Youngkin win the 2028 Republican presidential nomination?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,24,,,,,,,us_2028_presidential_nomination_general,,,,,,,2d911c0905127bffd7fd430f4b610760,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,Will Pete Buttigieg win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,25,,,,,,,us_2028_presidential_nomination_general,,,,,,,d1665f8688af505f6969f6abefb096d6,Will Ro Khanna win the 2028 Democratic presidential nomination?,Will Ro Khanna win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,26,,,,,,,us_2028_presidential_nomination_general,,,,,,,a32d8d6605c4ff9fc8381752bb637f2e,Will Josh Shapiro win the 2028 Democratic presidential nomination?,Will Josh Shapiro win the 2028 US Presidential Election?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,27,,,,,,,us_2028_presidential_nomination_general,,,,,,,0757dba0a05e54599e481c229b5c61cf,Will Tulsi Gabbard win the 2028 US Presidential Election?,Will Tulsi Gabbard win the 2028 Republican presidential nomination?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,28,,,,,,,us_2028_presidential_nomination_general,,,,,,,2de26bc261398987df16efb1545e1843,Will Pete Hegseth win the 2028 US Presidential Election?,Will Pete Hegseth win the 2028 Republican presidential nomination?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reports/master_audit/20260515_124552/invalidating_rule_audit.csv,master_audit/invalidating_rule_audit,29,,,,,,,us_2028_presidential_nomination_general,,,,,,,81bc17f1290a94cdc67b3f9e0af9ecea,Will Ivanka Trump win the 2028 US Presidential Election?,Will Ivanka Trump win the 2028 Republican presidential nomination?,nomination/general,analysis_only,True,not_strategy_eligible (ineligible),"intentionally analysis-only, not a missed opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
